date,ticker,adj_close,industry,label,forward_return,split,mom_12_1,mom_12_1_xs_rank,fold,predicted_up_probability,model_says_up,model_was_right
2020-08-10,MRK,63.94707107543945,Pharma,1.0,0.04906688947030302,validation,-0.075826249610357,0.25,1,0.4883287947907407,0,0
2020-08-10,MS,42.34074401855469,Financials,1.0,0.009489906275778504,validation,0.22767824216001475,0.5416666666666666,1,0.49090254817256707,0,0
2020-08-10,AVGO,28.830720901489258,Technology,1.0,0.099798612043279,validation,0.2134769452974723,0.4583333333333333,1,0.4810015187026283,0,0
2020-08-10,MSFT,197.94027709960938,Technology,1.0,0.017050135003940037,validation,0.5706870502141106,0.875,1,0.49433198243456833,0,0
2020-08-10,PFE,27.332719802856445,Pharma,0.0,-0.05756709755337275,validation,-0.041272372590480444,0.3333333333333333,1,0.495661233684394,0,1
2020-08-10,JNJ,125.30897521972656,Pharma,1.0,0.01801254443210376,validation,0.10844565206026768,0.4166666666666667,1,0.4884286719774037,0,0
2020-08-10,META,260.7105712890625,Technology,1.0,0.0407603262755174,validation,0.30460483150738105,0.7083333333333334,1,0.5045811861920501,1,1
2020-08-10,CRM,193.80703735351562,Technology,1.0,0.2701865740444038,validation,0.38718005185302107,0.75,1,0.49998790720940556,0,0
2020-08-10,BMY,48.85556411743164,Pharma,0.0,-0.0443225927804789,validation,0.2521711181117512,0.5833333333333334,1,0.4936562494347092,0,1
2020-08-10,AAPL,109.34269714355469,Technology,1.0,0.040739989754228434,validation,0.9244211469528383,0.9583333333333334,1,0.4613651063314609,0,0
2020-08-10,AMZN,157.4080047607422,Technology,1.0,0.03826038875362303,validation,0.770322795006245,0.9166666666666666,1,0.4749504485395442,0,0
2020-08-10,AMGN,197.88235473632812,Pharma,1.0,0.03797679871207116,validation,0.3043772939736662,0.6666666666666666,1,0.49875723813705247,0,0
2020-08-10,GOOGL,74.18319702148438,Technology,1.0,0.03367824225009097,validation,0.2944823592362775,0.625,1,0.4941564077720488,0,0
2020-08-10,WFC,21.681745529174805,Financials,0.0,-0.03481783427970264,validation,-0.4272967964200408,0.041666666666666664,1,0.5035254732222444,1,0
2020-08-10,JPM,86.35063171386719,Financials,1.0,0.0022854441759474486,validation,-0.09202993341365273,0.20833333333333334,1,0.4845286163886715,0,0
